"sigla";"razao_social";"cnpj";"tipo_de_ativo";"ano";"setor_de_atividade";"total_pp";"on_pp";"pn_pp";"aberta_fechada";"acordo_de_acionistas_em_vigor";"indicado_para_conselho_de_administracao";"indicado_para_conselho_fiscal"
"LIQ. PART";"LIQ PARTICIPAÇÕES S.A.";"04.032.433/0001-80";"PARTICIPAÇÃO ACIONÁRIA";2007;"TI - TECNOLOGIA DA INFORMAÇÃO";"2,02";"0,67";"2,8";"ABERTA";"NÃO";"SIM";"NÃO"
"LIQ. PART";"LIQ PARTICIPAÇÕES S.A.";"04.032.433/0001-80";"PARTICIPAÇÃO ACIONÁRIA";2006;"TI - TECNOLOGIA DA INFORMAÇÃO";"1,76";"0,64";"2,32";"ABERTA";"NÃO";"SIM";"NÃO"
"LLX";"LLX LOGÍSTICA S.A.";"08.741.499/0001-08";"PARTICIPAÇÃO ACIONÁRIA";2010;"LOGÍSTICA/TRANSPORTES";"3,0";"3,0";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"LLX";"LLX LOGÍSTICA S.A.";"08.741.499/0001-08";"PARTICIPAÇÃO ACIONÁRIA";2009;"LOGÍSTICA/TRANSPORTES";"3,01";"3,01";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"LOG";"LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.";"09.041.168/0001-10";"PARTICIPAÇÃO ACIONÁRIA";2018;"IMOBILIÁRIO";"0,72";"0,72";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"LORENZ";"COMPANHIA LORENZ";"82.639.543/0001-18";"PARTICIPAÇÃO ACIONÁRIA";2022;"ALIMENTOS/BEBIDAS";"5,84";"0,0";"9,41";"FECHADA";"NÃO";"NÃO";"NÃO"
"LORENZ";"COMPANHIA LORENZ";"82.639.543/0001-18";"PARTICIPAÇÃO ACIONÁRIA";2021;"ALIMENTOS/BEBIDAS";"5,84";"0,0";"9,41";"FECHADA";"NÃO";"NÃO";"NÃO"
"LORENZ";"COMPANHIA LORENZ";"82.639.543/0001-18";"PARTICIPAÇÃO ACIONÁRIA";2020;"ALIMENTOS/BEBIDAS";"5,84";"0,0";"9,41";"FECHADA";"NÃO";"NÃO";"NÃO"
"LUPATECH";"LUPATECH S.A.";"89.463.822/0001-12";"PARTICIPAÇÃO ACIONÁRIA";2016;"PETRÓLEO E GÁS";"29,61";"29,61";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"LUPATECH";"LUPATECH S.A.";"89.463.822/0001-12";"PARTICIPAÇÃO ACIONÁRIA";2015;"PETRÓLEO E GÁS";"29,61";"29,61";"0,0";"ABERTA";"NÃO";"SIM";"NÃO"
"LUPATECH";"LUPATECH S.A.";"89.463.822/0001-12";"PARTICIPAÇÃO ACIONÁRIA";2014;"PETRÓLEO E GÁS";"29,6";"29,6";"0,0";"ABERTA";"NÃO";"SIM";"SIM"
"LUPATECH";"LUPATECH S.A.";"89.463.822/0001-12";"PARTICIPAÇÃO ACIONÁRIA";2013;"PETRÓLEO E GÁS";"31,14";"31,14";"0,0";"ABERTA";"NÃO";"SIM";"SIM"
"LUPATECH";"LUPATECH S.A.";"89.463.822/0001-12";"PARTICIPAÇÃO ACIONÁRIA";2012;"PETRÓLEO E GÁS";"31,25";"31,25";"0,0";"ABERTA";"NÃO";"SIM";"SIM"
"LUPATECH";"LUPATECH S.A.";"89.463.822/0001-12";"PARTICIPAÇÃO ACIONÁRIA";2011;"PETRÓLEO E GÁS";"11,44";"11,44";"0,0";"ABERTA";"NÃO";"SIM";"NÃO"
"LUPATECH";"LUPATECH S.A.";"89.463.822/0001-12";"PARTICIPAÇÃO ACIONÁRIA";2010;"PETRÓLEO E GÁS";"11,44";"11,44";"0,0";"ABERTA";"NÃO";"SIM";"NÃO"
"LUPATECH";"LUPATECH S.A.";"89.463.822/0001-12";"PARTICIPAÇÃO ACIONÁRIA";2009;"PETRÓLEO E GÁS";"11,45";"11,45";"0,0";"ABERTA";"SIM";"SIM";"NÃO"
"LUPATECH";"LUPATECH S.A.";"89.463.822/0001-12";"PARTICIPAÇÃO ACIONÁRIA";2008;"PETRÓLEO E GÁS";"11,48";"11,48";"0,0";"ABERTA";"SIM";"SIM";"NÃO"
"LUPATECH";"LUPATECH S.A.";"89.463.822/0001-12";"PARTICIPAÇÃO ACIONÁRIA";2007;"PETRÓLEO E GÁS";"11,51";"11,51";"0,0";"ABERTA";"SIM";"NÃO";"NÃO"
"LUPATECH";"LUPATECH S.A.";"89.463.822/0001-12";"PARTICIPAÇÃO ACIONÁRIA";2006;"PETRÓLEO E GÁS";"11,97";"11,97";"0,0";"ABERTA";"SIM";"NÃO";"NÃO"
"MADEF";"MADEF S/A- INDÚSTRIA E COMÉRCIO";"92.696.418/0001-01";"PARTICIPAÇÃO ACIONÁRIA";2022;"BENS DE CAPITAL";"30,26";"0,0";"39,45";"FECHADA";"SIM";"NÃO";"NÃO"
"MADEF";"MADEF S/A- INDÚSTRIA E COMÉRCIO";"92.696.418/0001-01";"PARTICIPAÇÃO ACIONÁRIA";2021;"BENS DE CAPITAL";"30,26";"0,0";"39,45";"FECHADA";"SIM";"NÃO";"NÃO"
"MADEF";"MADEF S/A- INDÚSTRIA E COMÉRCIO";"92.696.418/0001-01";"PARTICIPAÇÃO ACIONÁRIA";2020;"BENS DE CAPITAL";"30,26";"0,0";"39,45";"FECHADA";"SIM";"NÃO";"NÃO"
"MADEF";"MADEF S/A- INDÚSTRIA E COMÉRCIO";"92.696.418/0001-01";"PARTICIPAÇÃO ACIONÁRIA";2019;"BENS DE CAPITAL";"20,29";"0,0";"26,46";"FECHADA";"SIM";"NÃO";"NÃO"
"MADEF";"MADEF S/A- INDÚSTRIA E COMÉRCIO";"92.696.418/0001-01";"PARTICIPAÇÃO ACIONÁRIA";2018;"BENS DE CAPITAL";"20,29";"0,0";"26,46";"FECHADA";"SIM";"NÃO";"NÃO"
"MADEF";"MADEF S/A- INDÚSTRIA E COMÉRCIO";"92.696.418/0001-01";"PARTICIPAÇÃO ACIONÁRIA";2017;"BENS DE CAPITAL";"20,29";"0,0";"26,46";"FECHADA";"SIM";"NÃO";"NÃO"
"MADEF";"MADEF S/A- INDÚSTRIA E COMÉRCIO";"92.696.418/0001-01";"PARTICIPAÇÃO ACIONÁRIA";2016;"BENS DE CAPITAL";"20,29";"0,0";"26,46";"FECHADA";"SIM";"NÃO";"NÃO"
"MADEF";"MADEF S/A- INDÚSTRIA E COMÉRCIO";"92.696.418/0001-01";"PARTICIPAÇÃO ACIONÁRIA";2015;"BENS DE CAPITAL";"20,29";"0,0";"26,46";"FECHADA";"SIM";"NÃO";"NÃO"
"MADEF";"MADEF S/A- INDÚSTRIA E COMÉRCIO";"92.696.418/0001-01";"PARTICIPAÇÃO ACIONÁRIA";2014;"BENS DE CAPITAL";"20,29";"0,0";"26,46";"FECHADA";"SIM";"NÃO";"NÃO"
"MADEF";"MADEF S/A- INDÚSTRIA E COMÉRCIO";"92.696.418/0001-01";"PARTICIPAÇÃO ACIONÁRIA";2013;"BENS DE CAPITAL";"20,29";"0,0";"26,46";"FECHADA";"SIM";"NÃO";"NÃO"
"MADEF";"MADEF S/A- INDÚSTRIA E COMÉRCIO";"92.696.418/0001-01";"PARTICIPAÇÃO ACIONÁRIA";2012;"BENS DE CAPITAL";"20,29";"0,0";"26,46";"FECHADA";"SIM";"NÃO";"NÃO"
"MADEF";"MADEF S/A- INDÚSTRIA E COMÉRCIO";"92.696.418/0001-01";"PARTICIPAÇÃO ACIONÁRIA";2011;"BENS DE CAPITAL";"20,29";"0,0";"26,46";"FECHADA";"SIM";"NÃO";"NÃO"
"MADEF";"MADEF S/A- INDÚSTRIA E COMÉRCIO";"92.696.418/0001-01";"PARTICIPAÇÃO ACIONÁRIA";2010;"BENS DE CAPITAL";"20,29";"0,0";"26,46";"FECHADA";"SIM";"NÃO";"NÃO"
"MADEF";"MADEF S/A- INDÚSTRIA E COMÉRCIO";"92.696.418/0001-01";"PARTICIPAÇÃO ACIONÁRIA";2009;"BENS DE CAPITAL";"20,29";"0,0";"26,46";"ABERTA";"SIM";"NÃO";"NÃO"
"MADEF";"MADEF S/A- INDÚSTRIA E COMÉRCIO";"92.696.418/0001-01";"PARTICIPAÇÃO ACIONÁRIA";2008;"BENS DE CAPITAL";"20,29";"0,0";"26,46";"ABERTA";"SIM";"NÃO";"NÃO"
"MADEF";"MADEF S/A- INDÚSTRIA E COMÉRCIO";"92.696.418/0001-01";"PARTICIPAÇÃO ACIONÁRIA";2007;"BENS DE CAPITAL";"20,29";"0,0";"26,46";"ABERTA";"SIM";"NÃO";"NÃO"
"MADEF";"MADEF S/A- INDÚSTRIA E COMÉRCIO";"92.696.418/0001-01";"PARTICIPAÇÃO ACIONÁRIA";2006;"BENS DE CAPITAL";"20,29";"0,0";"26,46";"ABERTA";"SIM";"NÃO";"NÃO"
"MAGNESITA REFR.";"MAGNESITA REFRATÁRIOS S.A.";"08.684.547/0001-65";"PARTICIPAÇÃO ACIONÁRIA";2017;"MINERAÇÃO";"3,36";"3,36";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"MAGNESITA REFR.";"MAGNESITA REFRATÁRIOS S.A.";"08.684.547/0001-65";"PARTICIPAÇÃO ACIONÁRIA";2016;"MINERAÇÃO";"3,19";"3,19";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"MAGNESITA REFR.";"MAGNESITA REFRATÁRIOS S.A.";"08.684.547/0001-65";"PARTICIPAÇÃO ACIONÁRIA";2015;"MINERAÇÃO";"3,15";"3,15";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"MAGNESITA REFR.";"MAGNESITA REFRATÁRIOS S.A.";"08.684.547/0001-65";"PARTICIPAÇÃO ACIONÁRIA";2014;"SIDERURGIA/METALURGIA";"2,97";"2,97";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"MAGNESITA REFR.";"MAGNESITA REFRATÁRIOS S.A.";"08.684.547/0001-65";"PARTICIPAÇÃO ACIONÁRIA";2013;"SIDERURGIA/METALURGIA";"2,89";"2,89";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"MAGNESITA REFR.";"MAGNESITA REFRATÁRIOS S.A.";"08.684.547/0001-65";"PARTICIPAÇÃO ACIONÁRIA";2012;"SIDERURGIA/METALURGIA";"2,88";"2,88";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"MAGNESITA REFR.";"MAGNESITA REFRATÁRIOS S.A.";"08.684.547/0001-65";"PARTICIPAÇÃO ACIONÁRIA";2011;"SIDERURGIA/METALURGIA";"2,88";"2,88";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"MAGNESITA REFR.";"MAGNESITA REFRATÁRIOS S.A.";"08.684.547/0001-65";"PARTICIPAÇÃO ACIONÁRIA";2010;"SIDERURGIA/METALURGIA";"3,25";"3,25";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"MAGNESITA REFR.";"MAGNESITA REFRATÁRIOS S.A.";"08.684.547/0001-65";"PARTICIPAÇÃO ACIONÁRIA";2009;"SIDERURGIA/METALURGIA";"3,26";"3,26";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"MAGNESITA REFR.";"MAGNESITA REFRATÁRIOS S.A.";"08.684.547/0001-65";"PARTICIPAÇÃO ACIONÁRIA";2008;"SIDERURGIA/METALURGIA";"0,01";"0,01";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"MAGNESITA S.A.";"MAGNESITA S.A.";"19.791.268/0001-17";"PARTICIPAÇÃO ACIONÁRIA";2007;"SIDERURGIA/METALURGIA";"0,0";"0,01";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"MAGNESITA S.A.";"MAGNESITA S.A.";"19.791.268/0001-17";"PARTICIPAÇÃO ACIONÁRIA";2006;"SIDERURGIA/METALURGIA";"0,0";"0,01";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"MANGELS";"MANGELS INDUSTRIAL S.A.";"61.065.298/0001-02";"-";2013;"CADEIA AUTOMOBILÍSTICA";"";"";"";"ABERTA";"NÃO";"SIM";"NÃO"
"MANGELS";"MANGELS INDUSTRIAL S.A.";"61.065.298/0001-02";"-";2012;"CADEIA AUTOMOBILÍSTICA";"";"";"";"ABERTA";"NÃO";"SIM";"NÃO"
"MANGELS";"MANGELS INDUSTRIAL S.A.";"61.065.298/0001-02";"PARTICIPAÇÃO ACIONÁRIA";2011;"CADEIA AUTOMOBILÍSTICA";"8,38";"0,0";"13,04";"ABERTA";"SIM";"SIM";"NÃO"
"MANGELS";"MANGELS INDUSTRIAL S.A.";"61.065.298/0001-02";"PARTICIPAÇÃO ACIONÁRIA";2010;"CADEIA AUTOMOBILÍSTICA";"11,37";"0,0";"17,69";"ABERTA";"SIM";"NÃO";"NÃO"
"MANGELS";"MANGELS INDUSTRIAL S.A.";"61.065.298/0001-02";"PARTICIPAÇÃO ACIONÁRIA";2009;"CADEIA AUTOMOBILÍSTICA";"15,69";"0,0";"24,41";"ABERTA";"SIM";"SIM";"NÃO"
"MANGELS";"MANGELS INDUSTRIAL S.A.";"61.065.298/0001-02";"PARTICIPAÇÃO ACIONÁRIA";2008;"CADEIA AUTOMOBILÍSTICA";"15,53";"0,0";"24,03";"ABERTA";"SIM";"SIM";"NÃO"
"MANGELS";"MANGELS INDUSTRIAL S.A.";"61.065.298/0001-02";"PARTICIPAÇÃO ACIONÁRIA";2007;"CADEIA AUTOMOBILÍSTICA";"14,73";"0,0";"22,17";"ABERTA";"SIM";"SIM";"NÃO"
"MANGELS";"MANGELS INDUSTRIAL S.A.";"61.065.298/0001-02";"PARTICIPAÇÃO ACIONÁRIA";2006;"CADEIA AUTOMOBILÍSTICA";"14,73";"0,0";"22,17";"ABERTA";"SIM";"SIM";"NÃO"
"MARCOPOLO";"MARCOPOLO S.A.";"88.611.835/0001-29";"PARTICIPAÇÃO ACIONÁRIA";2009;"CADEIA AUTOMOBILÍSTICA";"3,6";"1,97";"4,61";"ABERTA";"NÃO";"NÃO";"NÃO"
"MARCOPOLO";"MARCOPOLO S.A.";"88.611.835/0001-29";"PARTICIPAÇÃO ACIONÁRIA";2008;"CADEIA AUTOMOBILÍSTICA";"3,6";"1,97";"4,61";"ABERTA";"NÃO";"NÃO";"NÃO"
"MARCOPOLO";"MARCOPOLO S.A.";"88.611.835/0001-29";"PARTICIPAÇÃO ACIONÁRIA";2007;"CADEIA AUTOMOBILÍSTICA";"3,6";"1,97";"4,61";"ABERTA";"NÃO";"NÃO";"NÃO"
"MARCOPOLO";"MARCOPOLO S.A.";"88.611.835/0001-29";"PARTICIPAÇÃO ACIONÁRIA";2006;"CADEIA AUTOMOBILÍSTICA";"3,6";"1,97";"4,61";"ABERTA";"NÃO";"NÃO";"NÃO"
"MARFRIG";"MARFRIG GLOBAL FOODS S.A.";"03.853.896/0001-40";"PARTICIPAÇÃO ACIONÁRIA";2018;"ALIMENTOS/BEBIDAS";"33,74";"33,74";"0,0";"ABERTA";"SIM";"SIM";"SIM"
"MARFRIG";"MARFRIG GLOBAL FOODS S.A.";"03.853.896/0001-40";"PARTICIPAÇÃO ACIONÁRIA";2017;"ALIMENTOS/BEBIDAS";"33,74";"33,74";"0,0";"ABERTA";"SIM";"SIM";"SIM"
"MARFRIG";"MARFRIG GLOBAL FOODS S.A.";"03.853.896/0001-40";"PARTICIPAÇÃO ACIONÁRIA";2016;"ALIMENTOS/BEBIDAS";"19,61";"19,61";"0,0";"ABERTA";"SIM";"SIM";"SIM"
"MARFRIG";"MARFRIG GLOBAL FOODS S.A.";"03.853.896/0001-40";"PARTICIPAÇÃO ACIONÁRIA";2015;"ALIMENTOS/BEBIDAS";"19,63";"19,63";"0,0";"ABERTA";"SIM";"NÃO";"SIM"
"MARFRIG";"MARFRIG GLOBAL FOODS S.A.";"03.853.896/0001-40";"PARTICIPAÇÃO ACIONÁRIA";2014;"ALIMENTOS/BEBIDAS";"19,63";"19,63";"0,0";"ABERTA";"SIM";"NÃO";"SIM"
"MARFRIG";"MARFRIG GLOBAL FOODS S.A.";"03.853.896/0001-40";"PARTICIPAÇÃO ACIONÁRIA";2013;"ALIMENTOS/BEBIDAS";"19,63";"19,63";"0,0";"ABERTA";"SIM";"NÃO";"SIM"
"MARFRIG";"MARFRIG GLOBAL FOODS S.A.";"03.853.896/0001-40";"PARTICIPAÇÃO ACIONÁRIA";2012;"ALIMENTOS/BEBIDAS";"12,25";"12,25";"0,0";"ABERTA";"SIM";"NÃO";"SIM"
"MARFRIG";"MARFRIG GLOBAL FOODS S.A.";"03.853.896/0001-40";"PARTICIPAÇÃO ACIONÁRIA";2011;"ALIMENTOS/BEBIDAS";"13,89";"13,89";"0,0";"ABERTA";"SIM";"NÃO";"SIM"
"MARFRIG";"MARFRIG GLOBAL FOODS S.A.";"03.853.896/0001-40";"PARTICIPAÇÃO ACIONÁRIA";2010;"ALIMENTOS/BEBIDAS";"13,89";"13,89";"0,0";"ABERTA";"NÃO";"NÃO";"SIM"
"MARFRIG";"MARFRIG GLOBAL FOODS S.A.";"03.853.896/0001-40";"PARTICIPAÇÃO ACIONÁRIA";2009;"ALIMENTOS/BEBIDAS";"13,89";"13,89";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"MARFRIG";"MARFRIG GLOBAL FOODS S.A.";"03.853.896/0001-40";"PARTICIPAÇÃO ACIONÁRIA";2008;"ALIMENTOS/BEBIDAS";"14,66";"14,66";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"MARFRIG";"MARFRIG GLOBAL FOODS S.A.";"03.853.896/0001-40";"PARTICIPAÇÃO ACIONÁRIA";2007;"ALIMENTOS/BEBIDAS";"2,94";"2,94";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"MARLIM";"CIA PETROLÍFERA MARLIM";"02.854.397/0001-04";"-";2008;"PETRÓLEO E GÁS";"";"";"";"ABERTA";"NÃO";"SIM";"NÃO"
"MARLIMPAR";"MARLIM PARTICIPAÇÕES S.A.";"03.301.811/0001-10";"PARTICIPAÇÃO ACIONÁRIA";2008;"PETRÓLEO E GÁS";"30,0";"30,0";"30,0";"ABERTA";"SIM";"SIM";"NÃO"
"MARLIMPAR";"MARLIM PARTICIPAÇÕES S.A.";"03.301.811/0001-10";"PARTICIPAÇÃO ACIONÁRIA";2007;"PETRÓLEO E GÁS";"30,0";"30,0";"30,0";"ABERTA";"SIM";"SIM";"NÃO"
"MARLIMPAR";"MARLIM PARTICIPAÇÕES S.A.";"03.301.811/0001-10";"PARTICIPAÇÃO ACIONÁRIA";2006;"PETRÓLEO E GÁS";"30,0";"30,0";"30,0";"ABERTA";"SIM";"SIM";"NÃO"
"MECTRON";"MECTRON - ENGENHARIA, INDÚSTRIA E COMÉRCIO S.A.";"65.481.012/0001-20";"PARTICIPAÇÃO ACIONÁRIA";2010;"BENS DE CAPITAL";"27,2";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"MECTRON";"MECTRON - ENGENHARIA, INDÚSTRIA E COMÉRCIO S.A.";"65.481.012/0001-20";"PARTICIPAÇÃO ACIONÁRIA";2009;"BENS DE CAPITAL";"27,2";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"MECTRON";"MECTRON - ENGENHARIA, INDÚSTRIA E COMÉRCIO S.A.";"65.481.012/0001-20";"PARTICIPAÇÃO ACIONÁRIA";2008;"BENS DE CAPITAL";"27,2";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"MECTRON";"MECTRON - ENGENHARIA, INDÚSTRIA E COMÉRCIO S.A.";"65.481.012/0001-20";"PARTICIPAÇÃO ACIONÁRIA";2007;"BENS DE CAPITAL";"21,47";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"METALFRIO";"METALFRIO SOLUTIONS S.A.";"04.821.041/0001-08";"PARTICIPAÇÃO ACIONÁRIA";2011;"BENS DE CAPITAL";"3,99";"3,99";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"METALFRIO";"METALFRIO SOLUTIONS S.A.";"04.821.041/0001-08";"PARTICIPAÇÃO ACIONÁRIA";2010;"BENS DE CAPITAL";"4,8";"4,8";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"METALFRIO";"METALFRIO SOLUTIONS S.A.";"04.821.041/0001-08";"PARTICIPAÇÃO ACIONÁRIA";2009;"BENS DE CAPITAL";"7,59";"7,59";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"METALFRIO";"METALFRIO SOLUTIONS S.A.";"04.821.041/0001-08";"PARTICIPAÇÃO ACIONÁRIA";2008;"BENS DE CAPITAL";"7,59";"7,59";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"METALFRIO";"METALFRIO SOLUTIONS S.A.";"04.821.041/0001-08";"PARTICIPAÇÃO ACIONÁRIA";2007;"BENS DE CAPITAL";"8,22";"8,22";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"METANOR";"METANOR S.A. METANOL DO NORDESTE";"16.234.171/0001-15";"PARTICIPAÇÃO ACIONÁRIA";2022;"QUÍMICA/PETROQUÍMICA";"5,57";"0,0";"8,36";"ABERTA";"SIM";"NÃO";"NÃO"
"METANOR";"METANOR S.A. METANOL DO NORDESTE";"16.234.171/0001-15";"PARTICIPAÇÃO ACIONÁRIA";2021;"QUÍMICA/PETROQUÍMICA";"5,57";"0,0";"8,36";"ABERTA";"SIM";"NÃO";"NÃO"
"METANOR";"METANOR S.A. METANOL DO NORDESTE";"16.234.171/0001-15";"PARTICIPAÇÃO ACIONÁRIA";2020;"QUÍMICA/PETROQUÍMICA";"5,57";"0,0";"8,36";"ABERTA";"SIM";"NÃO";"NÃO"
"METANOR";"METANOR S.A. METANOL DO NORDESTE";"16.234.171/0001-15";"PARTICIPAÇÃO ACIONÁRIA";2019;"QUÍMICA/PETROQUÍMICA";"5,57";"0,0";"8,36";"ABERTA";"SIM";"NÃO";"NÃO"
"METANOR";"METANOR S.A. METANOL DO NORDESTE";"16.234.171/0001-15";"PARTICIPAÇÃO ACIONÁRIA";2018;"QUÍMICA/PETROQUÍMICA";"5,57";"0,0";"8,36";"ABERTA";"SIM";"NÃO";"NÃO"
"METANOR";"METANOR S.A. METANOL DO NORDESTE";"16.234.171/0001-15";"PARTICIPAÇÃO ACIONÁRIA";2017;"QUÍMICA/PETROQUÍMICA";"5,57";"0,0";"8,36";"ABERTA";"SIM";"NÃO";"NÃO"
"METANOR";"METANOR S.A. METANOL DO NORDESTE";"16.234.171/0001-15";"PARTICIPAÇÃO ACIONÁRIA";2016;"QUÍMICA/PETROQUÍMICA";"5,57";"0,0";"8,36";"ABERTA";"SIM";"NÃO";"NÃO"
"METANOR";"METANOR S.A. METANOL DO NORDESTE";"16.234.171/0001-15";"PARTICIPAÇÃO ACIONÁRIA";2015;"QUÍMICA/PETROQUÍMICA";"5,57";"0,0";"8,36";"ABERTA";"SIM";"NÃO";"NÃO"
"METANOR";"METANOR S.A. METANOL DO NORDESTE";"16.234.171/0001-15";"PARTICIPAÇÃO ACIONÁRIA";2014;"QUÍMICA/PETROQUÍMICA";"5,57";"0,0";"8,36";"ABERTA";"SIM";"NÃO";"NÃO"
"METANOR";"METANOR S.A. METANOL DO NORDESTE";"16.234.171/0001-15";"PARTICIPAÇÃO ACIONÁRIA";2013;"QUÍMICA/PETROQUÍMICA";"5,57";"0,0";"8,36";"ABERTA";"SIM";"NÃO";"NÃO"
"METANOR";"METANOR S.A. METANOL DO NORDESTE";"16.234.171/0001-15";"PARTICIPAÇÃO ACIONÁRIA";2012;"QUÍMICA/PETROQUÍMICA";"5,57";"0,0";"8,36";"ABERTA";"SIM";"NÃO";"NÃO"
"METANOR";"METANOR S.A. METANOL DO NORDESTE";"16.234.171/0001-15";"PARTICIPAÇÃO ACIONÁRIA";2011;"QUÍMICA/PETROQUÍMICA";"5,57";"0,0";"8,36";"ABERTA";"SIM";"NÃO";"NÃO"
"METANOR";"METANOR S.A. METANOL DO NORDESTE";"16.234.171/0001-15";"PARTICIPAÇÃO ACIONÁRIA";2010;"QUÍMICA/PETROQUÍMICA";"5,57";"0,0";"8,36";"ABERTA";"SIM";"NÃO";"NÃO"
"METANOR";"METANOR S.A. METANOL DO NORDESTE";"16.234.171/0001-15";"PARTICIPAÇÃO ACIONÁRIA";2009;"QUÍMICA/PETROQUÍMICA";"5,57";"0,0";"8,36";"ABERTA";"SIM";"NÃO";"NÃO"
"METANOR";"METANOR S.A. METANOL DO NORDESTE";"16.234.171/0001-15";"PARTICIPAÇÃO ACIONÁRIA";2008;"QUÍMICA/PETROQUÍMICA";"5,57";"0,0";"8,36";"ABERTA";"SIM";"NÃO";"NÃO"
"METANOR";"METANOR S.A. METANOL DO NORDESTE";"16.234.171/0001-15";"PARTICIPAÇÃO ACIONÁRIA";2007;"QUÍMICA/PETROQUÍMICA";"5,57";"0,0";"8,36";"ABERTA";"NÃO";"NÃO";"NÃO"
"METANOR";"METANOR S.A. METANOL DO NORDESTE";"16.234.171/0001-15";"PARTICIPAÇÃO ACIONÁRIA";2006;"QUÍMICA/PETROQUÍMICA";"5,57";"0,0";"8,36";"ABERTA";"NÃO";"NÃO";"NÃO"
"METRÔ/SP";"CIA. DO METROPOLITANO DE SÃO PAULO";"62.070.362/0001-06";"PARTICIPAÇÃO ACIONÁRIA";2022;"LOGÍSTICA/TRANSPORTES";"0,02";"0,02";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"METRÔ/SP";"CIA. DO METROPOLITANO DE SÃO PAULO";"62.070.362/0001-06";"PARTICIPAÇÃO ACIONÁRIA";2021;"LOGÍSTICA/TRANSPORTES";"0,02";"0,02";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"METRÔ/SP";"CIA. DO METROPOLITANO DE SÃO PAULO";"62.070.362/0001-06";"PARTICIPAÇÃO ACIONÁRIA";2020;"LOGÍSTICA/TRANSPORTES";"0,02";"0,02";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"METRÔ/SP";"CIA. DO METROPOLITANO DE SÃO PAULO";"62.070.362/0001-06";"PARTICIPAÇÃO ACIONÁRIA";2019;"LOGÍSTICA/TRANSPORTES";"0,02";"0,02";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"METRÔ/SP";"CIA. DO METROPOLITANO DE SÃO PAULO";"62.070.362/0001-06";"PARTICIPAÇÃO ACIONÁRIA";2018;"LOGÍSTICA/TRANSPORTES";"0,02";"0,02";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"METRÔ/SP";"CIA. DO METROPOLITANO DE SÃO PAULO";"62.070.362/0001-06";"PARTICIPAÇÃO ACIONÁRIA";2017;"LOGÍSTICA/TRANSPORTES";"0,02";"0,02";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"METRÔ/SP";"CIA. DO METROPOLITANO DE SÃO PAULO";"62.070.362/0001-06";"PARTICIPAÇÃO ACIONÁRIA";2016;"LOGÍSTICA/TRANSPORTES";"0,02";"0,02";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"METRÔ/SP";"CIA. DO METROPOLITANO DE SÃO PAULO";"62.070.362/0001-06";"PARTICIPAÇÃO ACIONÁRIA";2015;"LOGÍSTICA/TRANSPORTES";"0,02";"0,02";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"METRÔ/SP";"CIA. DO METROPOLITANO DE SÃO PAULO";"62.070.362/0001-06";"PARTICIPAÇÃO ACIONÁRIA";2014;"LOGÍSTICA/TRANSPORTES";"0,03";"0,03";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
