"sigla";"razao_social";"cnpj";"tipo_de_ativo";"ano";"setor_de_atividade";"total_pp";"on_pp";"pn_pp";"aberta_fechada";"acordo_de_acionistas_em_vigor";"indicado_para_conselho_de_administracao";"indicado_para_conselho_fiscal"
"TECSIS";"TECSIS - TECNOLOGIA E SISTEMAS AVANÇADOS S.A.";"00.469.550/0001-54";"PARTICIPAÇÃO ACIONÁRIA";2015;"BENS DE CAPITAL";"31,59";"36,42";"0,0";"FECHADA";"SIM";"SIM";"NÃO"
"TECSIS";"TECSIS - TECNOLOGIA E SISTEMAS AVANÇADOS S.A.";"00.469.550/0001-54";"PARTICIPAÇÃO ACIONÁRIA";2014;"BENS DE CAPITAL";"25,17";"30,67";"0,0";"FECHADA";"SIM";"SIM";"NÃO"
"TECSIS";"TECSIS - TECNOLOGIA E SISTEMAS AVANÇADOS S.A.";"00.469.550/0001-54";"PARTICIPAÇÃO ACIONÁRIA";2013;"BENS DE CAPITAL";"25,25";"31,05";"0,0";"FECHADA";"SIM";"SIM";"NÃO"
"TECSIS";"TECSIS - TECNOLOGIA E SISTEMAS AVANÇADOS S.A.";"00.469.550/0001-54";"PARTICIPAÇÃO ACIONÁRIA";2012;"BENS DE CAPITAL";"25,25";"31,05";"0,0";"FECHADA";"SIM";"SIM";"NÃO"
"TECSIS";"TECSIS - TECNOLOGIA E SISTEMAS AVANÇADOS S.A.";"00.469.550/0001-54";"PARTICIPAÇÃO ACIONÁRIA";2011;"BENS DE CAPITAL";"25,25";"31,05";"0,0";"FECHADA";"SIM";"SIM";"NÃO"
"TEIKON";"TEIKON TECNOLOGIA INDUSTRIAL S.A.";"01.371.925/0001-01";"PARTICIPAÇÃO ACIONÁRIA";2012;"TI - TECNOLOGIA DA INFORMAÇÃO";"32,99";"0,0";"80,66";"FECHADA";"SIM";"NÃO";"NÃO"
"TEIKON";"TEIKON TECNOLOGIA INDUSTRIAL S.A.";"01.371.925/0001-01";"PARTICIPAÇÃO ACIONÁRIA";2011;"TI - TECNOLOGIA DA INFORMAÇÃO";"32,99";"0,0";"80,66";"FECHADA";"SIM";"NÃO";"NÃO"
"TEIKON";"TEIKON TECNOLOGIA INDUSTRIAL S.A.";"01.371.925/0001-01";"PARTICIPAÇÃO ACIONÁRIA";2010;"TI - TECNOLOGIA DA INFORMAÇÃO";"32,99";"0,0";"80,66";"FECHADA";"SIM";"NÃO";"NÃO"
"TEIKON";"TEIKON TECNOLOGIA INDUSTRIAL S.A.";"01.371.925/0001-01";"PARTICIPAÇÃO ACIONÁRIA";2009;"TI - TECNOLOGIA DA INFORMAÇÃO";"32,99";"0,0";"80,66";"FECHADA";"SIM";"NÃO";"NÃO"
"TEIKON";"TEIKON TECNOLOGIA INDUSTRIAL S.A.";"01.371.925/0001-01";"PARTICIPAÇÃO ACIONÁRIA";2008;"TI - TECNOLOGIA DA INFORMAÇÃO";"32,99";"0,0";"80,66";"FECHADA";"SIM";"NÃO";"NÃO"
"TEIKON";"TEIKON TECNOLOGIA INDUSTRIAL S.A.";"01.371.925/0001-01";"PARTICIPAÇÃO ACIONÁRIA";2007;"TI - TECNOLOGIA DA INFORMAÇÃO";"24,01";"0,0";"56,46";"FECHADA";"SIM";"NÃO";"NÃO"
"TEIKON";"TEIKON TECNOLOGIA INDUSTRIAL S.A.";"01.371.925/0001-01";"PARTICIPAÇÃO ACIONÁRIA";2006;"TI - TECNOLOGIA DA INFORMAÇÃO";"24,01";"0,0";"75,47";"FECHADA";"SIM";"NÃO";"NÃO"
"TELEBRÁS";"TELECOMUNICAÇÕES BRASILEIRAS S.A. - TELEBRÁS";"00.336.701/0001-04";"PARTICIPAÇÃO ACIONÁRIA";2011;"TELECOMUNICAÇÕES";"0,0";"0,0";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"TELEFÔNICA BR";"TELEFÔNICA BRASIL S.A.";"02.558.157/0001-62";"PARTICIPAÇÃO ACIONÁRIA";2013;"TELECOMUNICAÇÕES";"0,13";"0,0";"0,19";"ABERTA";"NÃO";"NÃO";"NÃO"
"TELEFÔNICA BR";"TELEFÔNICA BRASIL S.A.";"02.558.157/0001-62";"PARTICIPAÇÃO ACIONÁRIA";2012;"TELECOMUNICAÇÕES";"0,13";"0,0";"0,19";"ABERTA";"NÃO";"NÃO";"NÃO"
"TELEFÔNICA BR";"TELEFÔNICA BRASIL S.A.";"02.558.157/0001-62";"PARTICIPAÇÃO ACIONÁRIA";2011;"TELECOMUNICAÇÕES";"0,09";"0,0";"0,13";"ABERTA";"NÃO";"NÃO";"NÃO"
"TELEMAR N LESTE";"TELEMAR NORTE LESTE S.A.";"33.000.118/0001-79";"PARTICIPAÇÃO ACIONÁRIA";2011;"TELECOMUNICAÇÕES";"0,09";"0,0";"0,17";"ABERTA";"NÃO";"NÃO";"NÃO"
"TELEMAR N LESTE";"TELEMAR NORTE LESTE S.A.";"33.000.118/0001-79";"PARTICIPAÇÃO ACIONÁRIA";2010;"TELECOMUNICAÇÕES";"0,13";"0,0";"0,24";"ABERTA";"NÃO";"NÃO";"NÃO"
"TELEMAR N LESTE";"TELEMAR NORTE LESTE S.A.";"33.000.118/0001-79";"PARTICIPAÇÃO ACIONÁRIA";2009;"TELECOMUNICAÇÕES";"0,13";"0,0";"0,24";"ABERTA";"NÃO";"NÃO";"NÃO"
"TELEMAR PART";"TELEMAR PARTICIPAÇÕES S.A.";"02.107.946/0001-87";"PARTICIPAÇÃO ACIONÁRIA";2014;"TELECOMUNICAÇÕES";"5,1";"5,1";"0,0";"ABERTA";"SIM";"SIM";"NÃO"
"TELEMAR PART";"TELEMAR PARTICIPAÇÕES S.A.";"02.107.946/0001-87";"PARTICIPAÇÃO ACIONÁRIA";2013;"TELECOMUNICAÇÕES";"13,07";"13,05";"100,0";"ABERTA";"SIM";"SIM";"NÃO"
"TELEMAR PART";"TELEMAR PARTICIPAÇÕES S.A.";"02.107.946/0001-87";"PARTICIPAÇÃO ACIONÁRIA";2012;"TELECOMUNICAÇÕES";"13,07";"13,05";"100,0";"ABERTA";"SIM";"SIM";"NÃO"
"TELEMAR PART";"TELEMAR PARTICIPAÇÕES S.A.";"02.107.946/0001-87";"PARTICIPAÇÃO ACIONÁRIA";2011;"TELECOMUNICAÇÕES";"13,08";"13,05";"92,86";"ABERTA";"SIM";"SIM";"NÃO"
"TELEMAR PART";"TELEMAR PARTICIPAÇÕES S.A.";"02.107.946/0001-87";"PARTICIPAÇÃO ACIONÁRIA";2010;"TELECOMUNICAÇÕES";"16,92";"16,89";"100,0";"ABERTA";"SIM";"SIM";"NÃO"
"TELEMAR PART";"TELEMAR PARTICIPAÇÕES S.A.";"02.107.946/0001-87";"PARTICIPAÇÃO ACIONÁRIA";2009;"TELECOMUNICAÇÕES";"31,38";"31,36";"100,0";"ABERTA";"SIM";"SIM";"NÃO"
"TELEMAR PART";"TELEMAR PARTICIPAÇÕES S.A.";"02.107.946/0001-87";"PARTICIPAÇÃO ACIONÁRIA";2008;"TELECOMUNICAÇÕES";"31,38";"31,36";"100,0";"ABERTA";"SIM";"SIM";"NÃO"
"TELEMAR PART";"TELEMAR PARTICIPAÇÕES S.A.";"02.107.946/0001-87";"PARTICIPAÇÃO ACIONÁRIA";2007;"TELECOMUNICAÇÕES";"25,0";"25,0";"0,0";"ABERTA";"SIM";"SIM";"NÃO"
"TELEMAR PART";"TELEMAR PARTICIPAÇÕES S.A.";"02.107.946/0001-87";"PARTICIPAÇÃO ACIONÁRIA";2006;"TELECOMUNICAÇÕES";"25,0";"25,0";"0,0";"ABERTA";"SIM";"SIM";"NÃO"
"TELEMIG CEL PAR";"TELEMIG CELULAR PARTICIPAÇÕES S.A.";"02.558.118/0001-65";"PARTICIPAÇÃO ACIONÁRIA";2007;"TELECOMUNICAÇÕES";"1,96";"1,01";"2,52";"ABERTA";"NÃO";"NÃO";"NÃO"
"TELEMIG CEL PAR";"TELEMIG CELULAR PARTICIPAÇÕES S.A.";"02.558.118/0001-65";"PARTICIPAÇÃO ACIONÁRIA";2006;"TELECOMUNICAÇÕES";"1,96";"1,01";"2,52";"ABERTA";"NÃO";"NÃO";"NÃO"
"TELEMIG CELULAR";"TELEMIG CELULAR S.A.";"02.320.739/0001-06";"PARTICIPAÇÃO ACIONÁRIA";2007;"TELECOMUNICAÇÕES";"0,84";"0,23";"1,2";"ABERTA";"NÃO";"NÃO";"NÃO"
"TELEMIG CELULAR";"TELEMIG CELULAR S.A.";"02.320.739/0001-06";"PARTICIPAÇÃO ACIONÁRIA";2006;"TELECOMUNICAÇÕES";"0,84";"0,23";"1,2";"ABERTA";"NÃO";"NÃO";"NÃO"
"TIM PARTICIP.";"TIM PARTICIPAÇÕES S.A.";"02.558.115/0001-21";"PARTICIPAÇÃO ACIONÁRIA";2019;"TELECOMUNICAÇÕES";"0,16";"0,16";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"TIM PARTICIP.";"TIM PARTICIPAÇÕES S.A.";"02.558.115/0001-21";"PARTICIPAÇÃO ACIONÁRIA";2018;"TELECOMUNICAÇÕES";"0,16";"0,16";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"TIM PARTICIP.";"TIM PARTICIPAÇÕES S.A.";"02.558.115/0001-21";"PARTICIPAÇÃO ACIONÁRIA";2017;"TELECOMUNICAÇÕES";"0,24";"0,24";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"TIM PARTICIP.";"TIM PARTICIPAÇÕES S.A.";"02.558.115/0001-21";"PARTICIPAÇÃO ACIONÁRIA";2016;"TELECOMUNICAÇÕES";"0,24";"0,24";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"TIM PARTICIP.";"TIM PARTICIPAÇÕES S.A.";"02.558.115/0001-21";"PARTICIPAÇÃO ACIONÁRIA";2015;"TELECOMUNICAÇÕES";"0,24";"0,24";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"TIM PARTICIP.";"TIM PARTICIPAÇÕES S.A.";"02.558.115/0001-21";"PARTICIPAÇÃO ACIONÁRIA";2014;"TELECOMUNICAÇÕES";"0,24";"0,24";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"TIM PARTICIP.";"TIM PARTICIPAÇÕES S.A.";"02.558.115/0001-21";"PARTICIPAÇÃO ACIONÁRIA";2013;"TELECOMUNICAÇÕES";"0,24";"0,24";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"TIM PARTICIP.";"TIM PARTICIPAÇÕES S.A.";"02.558.115/0001-21";"PARTICIPAÇÃO ACIONÁRIA";2012;"TELECOMUNICAÇÕES";"0,24";"0,24";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"TIM PARTICIP.";"TIM PARTICIPAÇÕES S.A.";"02.558.115/0001-21";"PARTICIPAÇÃO ACIONÁRIA";2011;"TELECOMUNICAÇÕES";"0,15";"0,15";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"TNLP (TELEMAR)";"TELE NORTE LESTE PART. S.A.";"02.558.134/0001-58";"PARTICIPAÇÃO ACIONÁRIA";2011;"TELECOMUNICAÇÕES";"1,34";"0,41";"1,94";"ABERTA";"NÃO";"SIM";"NÃO"
"TNLP (TELEMAR)";"TELE NORTE LESTE PART. S.A.";"02.558.134/0001-58";"PARTICIPAÇÃO ACIONÁRIA";2010;"TELECOMUNICAÇÕES";"1,63";"0,59";"2,15";"ABERTA";"NÃO";"SIM";"NÃO"
"TNLP (TELEMAR)";"TELE NORTE LESTE PART. S.A.";"02.558.134/0001-58";"PARTICIPAÇÃO ACIONÁRIA";2009;"TELECOMUNICAÇÕES";"1,63";"0,59";"2,15";"ABERTA";"NÃO";"SIM";"NÃO"
"TNLP (TELEMAR)";"TELE NORTE LESTE PART. S.A.";"02.558.134/0001-58";"PARTICIPAÇÃO ACIONÁRIA";2008;"TELECOMUNICAÇÕES";"1,63";"0,59";"2,15";"ABERTA";"NÃO";"SIM";"NÃO"
"TNLP (TELEMAR)";"TELE NORTE LESTE PART. S.A.";"02.558.134/0001-58";"PARTICIPAÇÃO ACIONÁRIA";2007;"TELECOMUNICAÇÕES";"1,63";"0,59";"2,15";"ABERTA";"NÃO";"SIM";"NÃO"
"TNLP (TELEMAR)";"TELE NORTE LESTE PART. S.A.";"02.558.134/0001-58";"PARTICIPAÇÃO ACIONÁRIA";2006;"TELECOMUNICAÇÕES";"1,63";"0,59";"2,15";"ABERTA";"NÃO";"SIM";"NÃO"
"TOPSPORTS";"TOPSPORTS VENTURES S.A.";"03.390.444/0001-79";"PARTICIPAÇÃO ACIONÁRIA";2012;"TELECOMUNICAÇÕES";"14,13";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"TOPSPORTS";"TOPSPORTS VENTURES S.A.";"03.390.444/0001-79";"PARTICIPAÇÃO ACIONÁRIA";2011;"TELECOMUNICAÇÕES";"14,19";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"TOPSPORTS";"TOPSPORTS VENTURES S.A.";"03.390.444/0001-79";"PARTICIPAÇÃO ACIONÁRIA";2010;"TELECOMUNICAÇÕES";"14,64";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"TOPSPORTS";"TOPSPORTS VENTURES S.A.";"03.390.444/0001-79";"PARTICIPAÇÃO ACIONÁRIA";2009;"TELECOMUNICAÇÕES";"14,64";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"TOTVS";"TOTVS S.A.";"53.113.791/0001-22";"PARTICIPAÇÃO ACIONÁRIA";2018;"TI - TECNOLOGIA DA INFORMAÇÃO";"4,49";"4,49";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"TOTVS";"TOTVS S.A.";"53.113.791/0001-22";"PARTICIPAÇÃO ACIONÁRIA";2017;"TI - TECNOLOGIA DA INFORMAÇÃO";"4,49";"4,49";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"TOTVS";"TOTVS S.A.";"53.113.791/0001-22";"PARTICIPAÇÃO ACIONÁRIA";2016;"TI - TECNOLOGIA DA INFORMAÇÃO";"4,49";"4,49";"0,0";"ABERTA";"NÃO";"SIM";"NÃO"
"TOTVS";"TOTVS S.A.";"53.113.791/0001-22";"PARTICIPAÇÃO ACIONÁRIA";2015;"TI - TECNOLOGIA DA INFORMAÇÃO";"4,49";"4,49";"0,0";"ABERTA";"NÃO";"SIM";"NÃO"
"TOTVS";"TOTVS S.A.";"53.113.791/0001-22";"PARTICIPAÇÃO ACIONÁRIA";2014;"TI - TECNOLOGIA DA INFORMAÇÃO";"4,55";"4,55";"0,0";"ABERTA";"NÃO";"SIM";"NÃO"
"TOTVS";"TOTVS S.A.";"53.113.791/0001-22";"PARTICIPAÇÃO ACIONÁRIA";2013;"TI - TECNOLOGIA DA INFORMAÇÃO";"4,55";"4,55";"0,0";"ABERTA";"NÃO";"SIM";"NÃO"
"TOTVS";"TOTVS S.A.";"53.113.791/0001-22";"PARTICIPAÇÃO ACIONÁRIA";2012;"TI - TECNOLOGIA DA INFORMAÇÃO";"3,91";"3,91";"0,0";"ABERTA";"NÃO";"SIM";"NÃO"
"TOTVS";"TOTVS S.A.";"53.113.791/0001-22";"PARTICIPAÇÃO ACIONÁRIA";2011;"TI - TECNOLOGIA DA INFORMAÇÃO";"5,23";"5,23";"0,0";"ABERTA";"NÃO";"SIM";"NÃO"
"TOTVS";"TOTVS S.A.";"53.113.791/0001-22";"PARTICIPAÇÃO ACIONÁRIA";2010;"TI - TECNOLOGIA DA INFORMAÇÃO";"5,27";"5,27";"0,0";"ABERTA";"NÃO";"SIM";"NÃO"
"TOTVS";"TOTVS S.A.";"53.113.791/0001-22";"PARTICIPAÇÃO ACIONÁRIA";2009;"TI - TECNOLOGIA DA INFORMAÇÃO";"6,52";"6,52";"0,0";"ABERTA";"NÃO";"SIM";"NÃO"
"TOTVS";"TOTVS S.A.";"53.113.791/0001-22";"PARTICIPAÇÃO ACIONÁRIA";2008;"TI - TECNOLOGIA DA INFORMAÇÃO";"6,52";"6,52";"0,0";"ABERTA";"NÃO";"SIM";"NÃO"
"TOTVS";"TOTVS S.A.";"53.113.791/0001-22";"PARTICIPAÇÃO ACIONÁRIA";2007;"TI - TECNOLOGIA DA INFORMAÇÃO";"7,61";"7,61";"0,0";"ABERTA";"NÃO";"SIM";"NÃO"
"TOTVS";"TOTVS S.A.";"53.113.791/0001-22";"PARTICIPAÇÃO ACIONÁRIA";2006;"TI - TECNOLOGIA DA INFORMAÇÃO";"7,61";"7,61";"0,0";"ABERTA";"NÃO";"SIM";"NÃO"
"TRANS. PAULISTA";"CTEEP - CIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA";"02.998.611/0001-04";"PARTICIPAÇÃO ACIONÁRIA";2011;"ENERGIA";"0,12";"0,0";"0,21";"ABERTA";"NÃO";"NÃO";"NÃO"
"TRANS. PAULISTA";"CTEEP - CIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA";"02.998.611/0001-04";"PARTICIPAÇÃO ACIONÁRIA";2010;"ENERGIA";"0,12";"0,0";"0,21";"ABERTA";"NÃO";"NÃO";"NÃO"
"TRANS. PAULISTA";"CTEEP - CIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA";"02.998.611/0001-04";"PARTICIPAÇÃO ACIONÁRIA";2009;"ENERGIA";"0,33";"0,0";"0,57";"ABERTA";"NÃO";"NÃO";"NÃO"
"TRANS. PAULISTA";"CTEEP - CIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA";"02.998.611/0001-04";"PARTICIPAÇÃO ACIONÁRIA";2008;"ENERGIA";"0,33";"0,0";"0,57";"ABERTA";"NÃO";"NÃO";"NÃO"
"TRANS. PAULISTA";"CTEEP - CIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA";"02.998.611/0001-04";"PARTICIPAÇÃO ACIONÁRIA";2007;"ENERGIA";"1,66";"0,0";"2,86";"ABERTA";"NÃO";"NÃO";"NÃO"
"TRANS. PAULISTA";"CTEEP - CIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA";"02.998.611/0001-04";"PARTICIPAÇÃO ACIONÁRIA";2006;"ENERGIA";"1,66";"0,0";"2,86";"ABERTA";"NÃO";"NÃO";"NÃO"
"TRANSNORDESTINA";"TRANSNORDESTINA LOGÍSTICA S.A.";"02.281.836/0001-37";"PARTICIPAÇÃO ACIONÁRIA";2022;"LOGÍSTICA/TRANSPORTES";"13,64";"0,8";"26,48";"ABERTA";"SIM";"NÃO";"NÃO"
"TRANSNORDESTINA";"TRANSNORDESTINA LOGÍSTICA S.A.";"02.281.836/0001-37";"PARTICIPAÇÃO ACIONÁRIA";2021;"LOGÍSTICA/TRANSPORTES";"13,64";"0,8";"26,48";"ABERTA";"SIM";"NÃO";"NÃO"
"TRANSNORDESTINA";"TRANSNORDESTINA LOGÍSTICA S.A.";"02.281.836/0001-37";"PARTICIPAÇÃO ACIONÁRIA";2020;"LOGÍSTICA/TRANSPORTES";"13,64";"0,8";"26,48";"ABERTA";"SIM";"NÃO";"NÃO"
"TRANSNORDESTINA";"TRANSNORDESTINA LOGÍSTICA S.A.";"02.281.836/0001-37";"PARTICIPAÇÃO ACIONÁRIA";2019;"LOGÍSTICA/TRANSPORTES";"11,39";"0,8";"21,98";"ABERTA";"SIM";"NÃO";"NÃO"
"TRANSNORDESTINA";"TRANSNORDESTINA LOGÍSTICA S.A.";"02.281.836/0001-37";"PARTICIPAÇÃO ACIONÁRIA";2018;"LOGÍSTICA/TRANSPORTES";"11,39";"0,8";"21,98";"ABERTA";"SIM";"NÃO";"NÃO"
"TRANSNORDESTINA";"TRANSNORDESTINA LOGÍSTICA S.A.";"02.281.836/0001-37";"PARTICIPAÇÃO ACIONÁRIA";2017;"LOGÍSTICA/TRANSPORTES";"9,04";"0,8";"17,28";"ABERTA";"SIM";"NÃO";"NÃO"
"TRANSNORDESTINA";"TRANSNORDESTINA LOGÍSTICA S.A.";"02.281.836/0001-37";"PARTICIPAÇÃO ACIONÁRIA";2016;"LOGÍSTICA/TRANSPORTES";"9,57";"0,85";"18,34";"ABERTA";"SIM";"NÃO";"NÃO"
"TRANSNORDESTINA";"TRANSNORDESTINA LOGÍSTICA S.A.";"02.281.836/0001-37";"PARTICIPAÇÃO ACIONÁRIA";2015;"LOGÍSTICA/TRANSPORTES";"10,65";"0,91";"22,15";"ABERTA";"SIM";"NÃO";"NÃO"
"TRANSNORDESTINA";"TRANSNORDESTINA LOGÍSTICA S.A.";"02.281.836/0001-37";"PARTICIPAÇÃO ACIONÁRIA";2014;"LOGÍSTICA/TRANSPORTES";"11,75";"0,91";"27,72";"ABERTA";"SIM";"NÃO";"NÃO"
"TRANSNORDESTINA";"TRANSNORDESTINA LOGÍSTICA S.A.";"02.281.836/0001-37";"PARTICIPAÇÃO ACIONÁRIA";2013;"LOGÍSTICA/TRANSPORTES";"14,45";"0,85";"52,08";"ABERTA";"NÃO";"NÃO";"NÃO"
"TRANSNORDESTINA";"TRANSNORDESTINA LOGÍSTICA S.A.";"02.281.836/0001-37";"PARTICIPAÇÃO ACIONÁRIA";2012;"LOGÍSTICA/TRANSPORTES";"11,89";"0,42";"45,28";"ABERTA";"NÃO";"NÃO";"NÃO"
"TRANSNORDESTINA";"TRANSNORDESTINA LOGÍSTICA S.A.";"02.281.836/0001-37";"PARTICIPAÇÃO ACIONÁRIA";2011;"LOGÍSTICA/TRANSPORTES";"13,55";"0,56";"45,53";"ABERTA";"NÃO";"NÃO";"NÃO"
"TRANSNORDESTINA";"TRANSNORDESTINA LOGÍSTICA S.A.";"02.281.836/0001-37";"PARTICIPAÇÃO ACIONÁRIA";2010;"LOGÍSTICA/TRANSPORTES";"8,43";"8,43";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"TRANSNORDESTINA";"TRANSNORDESTINA LOGÍSTICA S.A.";"02.281.836/0001-37";"PARTICIPAÇÃO ACIONÁRIA";2009;"LOGÍSTICA/TRANSPORTES";"8,43";"8,43";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"TRANSNORDESTINA";"TRANSNORDESTINA LOGÍSTICA S.A.";"02.281.836/0001-37";"PARTICIPAÇÃO ACIONÁRIA";2008;"LOGÍSTICA/TRANSPORTES";"8,43";"8,43";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"TRANSNORDESTINA";"TRANSNORDESTINA LOGÍSTICA S.A.";"02.281.836/0001-37";"PARTICIPAÇÃO ACIONÁRIA";2007;"LOGÍSTICA/TRANSPORTES";"8,43";"8,43";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"TRANSNORDESTINA";"TRANSNORDESTINA LOGÍSTICA S.A.";"02.281.836/0001-37";"PARTICIPAÇÃO ACIONÁRIA";2006;"LOGÍSTICA/TRANSPORTES";"8,43";"8,43";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"TRANSURB";"EMPRESA DE TRANSPORTE URBANO DO ESTADO DE GOIÁS S/A";"02.102.168/0001-33";"PARTICIPAÇÃO ACIONÁRIA";2016;"LOGÍSTICA/TRANSPORTES";"6,56";"5,09";"100,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"TRANSURB";"EMPRESA DE TRANSPORTE URBANO DO ESTADO DE GOIÁS S/A";"02.102.168/0001-33";"PARTICIPAÇÃO ACIONÁRIA";2015;"LOGÍSTICA/TRANSPORTES";"6,56";"5,09";"100,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"TRANSURB";"EMPRESA DE TRANSPORTE URBANO DO ESTADO DE GOIÁS S/A";"02.102.168/0001-33";"PARTICIPAÇÃO ACIONÁRIA";2014;"LOGÍSTICA/TRANSPORTES";"6,56";"5,09";"100,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"TRANSURB";"EMPRESA DE TRANSPORTE URBANO DO ESTADO DE GOIÁS S/A";"02.102.168/0001-33";"PARTICIPAÇÃO ACIONÁRIA";2013;"LOGÍSTICA/TRANSPORTES";"6,56";"5,09";"100,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"TRANSURB";"EMPRESA DE TRANSPORTE URBANO DO ESTADO DE GOIÁS S/A";"02.102.168/0001-33";"PARTICIPAÇÃO ACIONÁRIA";2012;"LOGÍSTICA/TRANSPORTES";"6,56";"5,09";"100,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"TRANSURB";"EMPRESA DE TRANSPORTE URBANO DO ESTADO DE GOIÁS S/A";"02.102.168/0001-33";"PARTICIPAÇÃO ACIONÁRIA";2011;"LOGÍSTICA/TRANSPORTES";"6,56";"5,09";"100,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"TRANSURB";"EMPRESA DE TRANSPORTE URBANO DO ESTADO DE GOIÁS S/A";"02.102.168/0001-33";"PARTICIPAÇÃO ACIONÁRIA";2010;"LOGÍSTICA/TRANSPORTES";"6,56";"5,09";"100,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"TRANSURB";"EMPRESA DE TRANSPORTE URBANO DO ESTADO DE GOIÁS S/A";"02.102.168/0001-33";"PARTICIPAÇÃO ACIONÁRIA";2009;"LOGÍSTICA/TRANSPORTES";"6,56";"5,09";"100,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"TRANSURB";"EMPRESA DE TRANSPORTE URBANO DO ESTADO DE GOIÁS S/A";"02.102.168/0001-33";"PARTICIPAÇÃO ACIONÁRIA";2008;"LOGÍSTICA/TRANSPORTES";"6,56";"5,09";"100,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"TRANSURB";"EMPRESA DE TRANSPORTE URBANO DO ESTADO DE GOIÁS S/A";"02.102.168/0001-33";"PARTICIPAÇÃO ACIONÁRIA";2007;"LOGÍSTICA/TRANSPORTES";"6,56";"5,09";"100,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"TRANSURB";"EMPRESA DE TRANSPORTE URBANO DO ESTADO DE GOIÁS S/A";"02.102.168/0001-33";"PARTICIPAÇÃO ACIONÁRIA";2006;"LOGÍSTICA/TRANSPORTES";"6,56";"5,09";"100,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"TREVISA";"TREVISA INVESTIMENTOS S.A. (EX-TREVO INV. S.A.)";"92.660.570/0001-26";"PARTICIPAÇÃO ACIONÁRIA";2022;"OUTROS SETORES";"12,94";"0,0";"23,21";"ABERTA";"NÃO";"NÃO";"NÃO"
"TREVISA";"TREVISA INVESTIMENTOS S.A. (EX-TREVO INV. S.A.)";"92.660.570/0001-26";"PARTICIPAÇÃO ACIONÁRIA";2021;"OUTROS SETORES";"12,94";"0,0";"23,21";"ABERTA";"NÃO";"NÃO";"NÃO"
"TREVISA";"TREVISA INVESTIMENTOS S.A. (EX-TREVO INV. S.A.)";"92.660.570/0001-26";"PARTICIPAÇÃO ACIONÁRIA";2020;"OUTROS SETORES";"12,94";"0,0";"23,21";"ABERTA";"NÃO";"NÃO";"NÃO"
"TRIUNFO";"TPI TRIUNFO PARTICIPAÇÕES E INVESTIMENTOS S.A.";"03.014.553/0001-91";"PARTICIPAÇÃO ACIONÁRIA";2022;"LOGÍSTICA/TRANSPORTES";"5,09";"5,09";"0,0";"ABERTA";"SIM";"SIM";"NÃO"
"TRIUNFO";"TPI TRIUNFO PARTICIPAÇÕES E INVESTIMENTOS S.A.";"03.014.553/0001-91";"PARTICIPAÇÃO ACIONÁRIA";2021;"LOGÍSTICA/TRANSPORTES";"5,09";"5,09";"0,0";"ABERTA";"SIM";"SIM";"NÃO"
